% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.224	0	0	123	5	7	28	9422	0	0	0
1.225	0	0	123	6	8	28	9422	0	0	0
1.226	0	0	123	7	9	28	9422	0	0	0
1.227	0	0	123	8	10	28	9422	0	0	0
1.228	0	0	123	9	11	28	9422	0	0	0
1.229	0	0	123	10	12	28	9422	0	0	0
1.23	0	0	124	1	13	28	9422	0	0	0
1.231	0	0	124	2	14	28	9422	0	0	0
1.232	0	0	124	3	2	28	9422	0	0	0
1.233	0	0	124	4	3	28	9422	0	0	0
1.234	0	0	124	5	4	28	9422	0	0	0
1.235	0	0	124	6	1	28	9422	0	0	0
1.236	0	0	124	7	5	28	9422	0	0	0
1.237	0	0	124	8	6	28	9422	0	0	0
1.238	0	0	124	9	7	28	9422	0	0	0
1.239	0	0	124	10	8	28	9422	0	0	0
1.24	0	0	125	1	9	28	9422	0	0	0
1.241	0	0	125	2	10	28	9422	0	0	0
1.242	0	0	125	3	11	28	9422	0	0	0
1.243	0	0	125	4	12	28	9422	0	0	0
1.244	0	0	125	5	13	28	9422	0	0	0
1.245	0	0	125	6	14	28	9422	0	0	0
1.246	0	0	125	7	2	28	9422	0	0	0
1.247	0	0	125	8	3	28	9422	0	0	0
1.248	0	0	125	9	4	28	9422	0	0	0
1.249	0	0	125	10	1	28	9422	0	0	0
1.25	0	0	126	1	5	28	9422	0	0	0
1.251	0	0	126	2	6	28	9422	0	0	0
1.252	0	0	126	3	7	28	9422	0	0	0
1.253	0	0	126	4	8	28	9422	0	0	0
1.254	0	0	126	5	9	28	9422	0	0	0
1.255	0	0	126	6	10	28	9422	0	0	0
1.256	0	0	126	7	11	28	9422	0	0	0
1.257	0	0	126	8	12	28	9422	0	0	0
1.258	0	0	126	9	13	28	9422	0	0	0
1.259	0	0	126	10	14	28	9422	0	0	0
1.26	0	0	127	1	2	28	9422	0	0	0
1.261	0	0	127	2	3	28	9422	0	0	0
1.262	0	0	127	3	4	28	9422	0	0	0
1.263	0	0	127	4	1	28	9422	0	0	0
1.264	0	0	127	5	5	28	9422	0	0	0
1.265	0	0	127	6	6	28	9422	0	0	0
1.266	0	0	127	7	7	28	9422	0	0	0
1.267	0	0	127	8	8	28	9422	0	0	0
1.268	0	0	127	9	9	28	9422	0	0	0
1.269	0	0	127	10	10	28	9422	0	0	0
1.27	0	0	128	1	11	28	9422	0	0	0
1.271	0	0	128	2	12	28	9422	0	0	0
1.272	0	0	128	3	13	28	9422	0	0	0
1.273	0	0	128	4	14	28	9422	0	0	0
1.274	0	0	128	5	2	28	9422	0	0	0
1.275	0	0	128	6	3	28	9422	0	0	0
1.276	0	0	128	7	4	28	9422	0	0	0
1.277	0	0	128	8	1	28	9422	0	0	0
1.278	0	0	128	9	5	28	9422	0	0	0
1.279	0	0	128	10	6	28	9422	0	0	0
1.28	0	0	129	1	7	28	9422	0	0	0
1.281	0	0	129	2	8	28	9422	0	0	0
1.282	0	0	129	3	9	28	9422	0	0	0
1.283	0	0	129	4	10	28	9422	0	0	0
1.284	0	0	129	5	11	28	9422	0	0	0
1.285	0	0	129	6	12	28	9422	0	0	0
1.286	0	0	129	7	13	28	9422	0	0	0
1.287	0	0	129	8	14	28	9422	0	0	0
1.288	0	0	129	9	2	28	9422	0	0	0
1.289	0	0	129	10	3	28	9422	0	0	0
1.29	0	0	130	1	4	28	9422	0	0	0
1.291	0	0	130	2	1	28	9422	0	0	0
1.292	0	0	130	3	5	28	9422	0	0	0
1.293	0	0	130	4	6	28	9422	0	0	0
1.294	0	0	130	5	7	28	9422	0	0	0
1.295	0	0	130	6	8	28	9422	0	0	0
1.296	0	0	130	7	9	28	9422	0	0	0
1.297	0	0	130	8	10	28	9422	0	0	0
1.298	0	0	130	9	11	28	9422	0	0	0
1.299	0	0	130	10	12	28	9422	0	0	0
1.3	0	0	131	1	13	28	9422	0	0	0
1.301	0	0	131	2	14	28	9422	0	0	0
1.302	0	0	131	3	2	28	9422	0	0	0
1.303	0	0	131	4	3	28	9422	0	0	0
1.304	0	0	131	5	4	28	9422	0	0	0
1.305	0	0	131	6	1	28	9422	0	0	0
1.306	0	0	131	7	5	28	9422	0	0	0
1.307	0	0	131	8	6	28	9422	0	0	0
1.308	0	0	131	9	7	28	9422	0	0	0
1.309	0	0	131	10	8	28	9422	0	0	0
1.31	0	0	132	1	9	28	9422	0	0	0
1.311	0	0	132	2	10	28	9422	0	0	0
1.312	0	0	132	3	11	28	9422	0	0	0
1.313	0	0	132	4	12	28	9422	0	0	0
1.314	0	0	132	5	13	28	9422	0	0	0
1.315	0	0	132	6	14	28	9422	0	0	0
1.316	0	0	132	7	2	28	9422	0	0	0
1.317	0	0	132	8	3	28	9422	0	0	0
1.318	0	0	132	9	4	28	9422	0	0	0
1.319	0	0	132	10	1	28	9422	0	0	0
1.32	0	0	133	1	5	28	9422	0	0	0
1.321	0	0	133	2	6	28	9422	0	0	0
1.322	0	0	133	3	7	28	9422	0	0	0
1.323	0	0	133	4	8	28	9422	0	0	0
1.324	0	0	133	5	9	28	9422	0	0	0
1.325	0	0	133	6	10	28	9422	0	0	0
1.326	0	0	133	7	11	28	9422	0	0	0
1.327	0	0	133	8	12	28	9422	0	0	0
1.328	0	0	133	9	13	28	9422	0	0	0
1.329	0	0	133	10	14	28	9422	0	0	0
1.33	0	0	134	1	2	28	9422	0	0	0
1.331	0	0	134	2	3	28	9422	0	0	0
1.332	0	0	134	3	4	28	9422	0	0	0
1.333	0	0	134	4	1	28	9422	0	0	0
1.334	0	0	134	5	5	28	9422	0	0	0
1.335	0	0	134	6	6	28	9422	0	0	0
1.336	0	0	134	7	7	28	9422	0	0	0
1.337	0	0	134	8	8	28	9422	0	0	0
1.338	0	0	134	9	9	28	9422	0	0	0
1.339	0	0	134	10	10	28	9422	0	0	0
1.34	0	0	135	1	11	28	9422	0	0	0
1.341	0	0	135	2	12	28	9422	0	0	0
1.342	0	0	135	3	13	28	9422	0	0	0
1.343	0	0	135	4	14	28	9422	0	0	0
1.344	0	0	135	5	2	28	9422	0	0	0
1.345	0	0	135	6	3	28	9422	0	0	0
1.346	0	0	135	7	4	28	9422	0	0	0
1.347	0	0	135	8	1	28	9422	0	0	0
1.348	0	0	135	9	5	28	9422	0	0	0
1.349	0	0	135	10	6	28	9422	0	0	0
1.35	0	0	136	1	7	28	9422	0	0	0
1.351	0	0	136	2	8	28	9422	0	0	0
1.352	0	0	136	3	9	28	9422	0	0	0
1.353	0	0	136	4	10	28	9422	0	0	0
1.354	0	0	136	5	11	28	9422	0	0	0
1.355	0	0	136	6	12	28	9422	0	0	0
1.356	0	0	136	7	13	28	9422	0	0	0
1.357	0	0	136	8	14	28	9422	0	0	0
1.358	0	0	136	9	2	28	9422	0	0	0
1.359	0	0	136	10	3	28	9422	0	0	0
1.36	0	0	137	1	4	28	9422	0	0	0
1.361	0	0	137	2	1	28	9422	0	0	0
1.362	0	0	137	3	5	28	9422	0	0	0
1.363	0	0	137	4	6	28	9422	0	0	0
1.364	0	0	137	5	7	28	9422	0	0	0
1.365	0	0	137	6	8	28	9422	0	0	0
1.366	0	0	137	7	9	28	9422	0	0	0
1.367	0	0	137	8	10	28	9422	0	0	0
1.368	0	0	137	9	11	28	9422	0	0	0
1.369	0	0	137	10	12	28	9422	0	0	0
1.37	0	0	138	1	13	28	9422	0	0	0
1.371	0	0	138	2	14	28	9422	0	0	0
1.372	0	0	138	3	2	28	9422	0	0	0
1.373	0	0	138	4	3	28	9422	0	0	0
1.374	0	0	138	5	4	28	9422	0	0	0
1.375	0	0	138	6	1	28	9422	0	0	0
1.376	0	0	138	7	5	28	9422	0	0	0
1.377	0	0	138	8	6	28	9422	0	0	0
1.378	0	0	138	9	7	28	9422	0	0	0
1.379	0	0	138	10	8	28	9422	0	0	0
1.38	0	0	139	1	9	28	9422	0	0	0
1.381	0	0	139	2	10	28	9422	0	0	0
1.382	0	0	139	3	11	28	9422	0	0	0
1.383	0	0	139	4	12	28	9422	0	0	0
1.384	0	0	139	5	13	28	9422	0	0	0
1.385	0	0	139	6	14	28	9422	0	0	0
1.386	0	0	139	7	2	28	9422	0	0	0
1.387	0	0	139	8	3	28	9422	0	0	0
1.388	0	0	139	9	4	28	9422	0	0	0
1.389	0	0	139	10	1	28	9422	0	0	0
1.39	0	0	140	1	5	28	9422	0	0	0
1.391	0	0	140	2	6	28	9422	0	0	0
1.392	0	0	140	3	7	28	9422	0	0	0
1.393	0	0	140	4	8	28	9422	0	0	0
1.394	0	0	140	5	9	28	9422	0	0	0
1.395	0	0	140	6	10	28	9422	0	0	0
1.396	0	0	140	7	11	28	9422	0	0	0
1.397	0	0	140	8	12	28	9422	0	0	0
1.398	0	0	140	9	13	28	9422	0	0	0
1.399	0	0	140	10	14	28	9422	0	0	0
1.4	0	0	141	1	2	28	9422	0	0	0
1.401	0	0	141	2	3	28	9422	0	0	0
1.402	0	0	141	3	4	28	9422	0	0	0
1.403	0	0	141	4	1	28	9422	0	0	0
1.404	0	0	141	5	5	28	9422	0	0	0
1.405	0	0	141	6	6	28	9422	0	0	0
1.406	0	0	141	7	7	28	9422	0	0	0
1.407	0	0	141	8	8	28	9422	0	0	0
1.408	0	0	141	9	9	28	9422	0	0	0
1.409	0	0	141	10	10	28	9422	0	0	0
1.41	0	0	142	1	11	28	9422	0	0	0
1.411	0	0	142	2	12	28	9422	0	0	0
1.412	0	0	142	3	13	28	9422	0	0	0
1.413	0	0	142	4	14	28	9422	0	0	0
1.414	0	0	142	5	2	28	9422	0	0	0
1.415	0	0	142	6	3	28	9422	0	0	0
1.416	0	0	142	7	4	28	9422	0	0	0
1.417	0	0	142	8	1	28	9422	0	0	0
1.418	0	0	142	9	5	28	9422	0	0	0
1.419	0	0	142	10	6	28	9422	0	0	0
1.42	0	0	143	1	7	28	9422	0	0	0
1.421	0	0	143	2	8	28	9422	0	0	0
1.422	0	0	143	3	9	28	9422	0	0	0
1.423	0	0	143	4	10	28	9422	0	0	0
1.424	0	0	143	5	11	28	9422	0	0	0
1.425	0	0	143	6	12	28	9422	0	0	0
1.426	0	0	143	7	13	28	9422	0	0	0
1.427	0	0	143	8	14	28	9422	0	0	0
1.428	0	0	143	9	2	28	9422	0	0	0
1.429	0	0	143	10	3	28	9422	0	0	0
1.43	0	0	144	1	4	28	9422	0	0	0
1.431	0	0	144	2	1	28	9422	0	0	0
1.432	0	0	144	3	5	28	9422	0	0	0
1.433	0	0	144	4	6	28	9422	0	0	0
1.434	0	0	144	5	7	28	9422	0	0	0
1.435	0	0	144	6	8	28	9422	0	0	0
1.436	0	0	144	7	9	28	9422	0	0	0
1.437	0	0	144	8	10	28	9422	0	0	0
1.438	0	0	144	9	11	28	9422	0	0	0
1.439	0	0	144	10	12	28	9422	0	0	0
1.44	0	0	145	1	13	28	9422	0	0	0
1.441	0	0	145	2	14	28	9422	0	0	0
1.442	0	0	145	3	2	28	9422	0	0	0
1.443	0	0	145	4	3	28	9422	0	0	0
1.444	0	0	145	5	4	28	9422	0	0	0
1.445	0	0	145	6	1	28	9422	0	0	0
1.446	0	0	145	7	5	28	9422	0	0	0
1.447	0	0	145	8	6	28	9422	0	0	0
1.448	0	0	145	9	7	28	9422	0	0	0
1.449	0	0	145	10	8	28	9422	0	0	0
1.45	0	0	146	1	9	28	9422	0	0	0
1.451	0	0	146	2	10	28	9422	0	0	0
1.452	0	0	146	3	11	28	9422	0	0	0
1.453	0	0	146	4	12	28	9422	0	0	0
1.454	0	0	146	5	13	28	9422	0	0	0
1.455	0	0	146	6	14	28	9422	0	0	0
1.456	0	0	146	7	2	28	9422	0	0	0
1.457	0	0	146	8	3	28	9422	0	0	0
1.458	0	0	146	9	4	28	9422	0	0	0
1.459	0	0	146	10	1	28	9422	0	0	0
1.46	0	0	147	1	5	28	9422	0	0	0
1.461	0	0	147	2	6	28	9422	0	0	0
1.462	0	0	147	3	7	28	9422	0	0	0
1.463	0	0	147	4	8	28	9422	0	0	0
1.464	0	0	147	5	9	28	9422	0	0	0
1.465	0	0	147	6	10	28	9422	0	0	0
1.466	0	0	147	7	11	28	9422	0	0	0
1.467	0	0	147	8	12	28	9422	0	0	0
1.468	0	0	147	9	13	28	9422	0	0	0
1.469	0	0	147	10	14	28	9422	0	0	0
1.47	0	0	148	1	2	28	9422	0	0	0
1.471	0	0	148	2	3	28	9422	0	0	0
1.472	0	0	148	3	4	28	9422	0	0	0
1.473	0	0	148	4	1	28	9422	0	0	0
1.474	0	0	148	5	5	28	9422	0	0	0
1.475	0	0	148	6	6	28	9422	0	0	0
1.476	0	0	148	7	7	28	9422	0	0	0
1.477	0	0	148	8	8	28	9422	0	0	0
1.478	0	0	148	9	9	28	9422	0	0	0
1.479	0	0	148	10	10	28	9422	0	0	0
1.48	0	0	149	1	11	28	9422	0	0	0
1.481	0	0	149	2	12	28	9422	0	0	0
1.482	0	0	149	3	13	28	9422	0	0	0
1.483	0	0	149	4	14	28	9422	0	0	0
1.484	0	0	149	5	2	28	9422	0	0	0
1.485	0	0	149	6	3	28	9422	0	0	0
1.486	0	0	149	7	4	28	9422	0	0	0
1.487	0	0	149	8	1	28	9422	0	0	0
1.488	0	0	149	9	5	28	9422	0	0	0
1.489	0	0	149	10	6	28	9422	0	0	0
1.49	0	0	150	1	7	28	9422	0	0	0
1.491	0	0	150	2	8	28	9422	0	0	0
1.492	0	0	150	3	9	28	9422	0	0	0
1.493	0	0	150	4	10	28	9422	0	0	0
1.494	0	0	150	5	11	28	9422	0	0	0
1.495	0	0	150	6	12	28	9422	0	0	0
1.496	0	0	150	7	13	28	9422	0	0	0
1.497	0	0	150	8	14	28	9422	0	0	0
1.498	0	0	150	9	2	28	9422	0	0	0
1.499	0	0	150	10	3	28	9422	0	0	0
1.5	0	0	151	1	4	28	9422	0	0	0
1.501	0	0	151	2	1	28	9422	0	0	0
1.502	0	0	151	3	5	28	9422	0	0	0
1.503	0	0	151	4	6	28	9422	0	0	0
1.504	0	0	151	5	7	28	9422	0	0	0
1.505	0	0	151	6	8	28	9422	0	0	0
1.506	0	0	151	7	9	28	9422	0	0	0
1.507	0	0	151	8	10	28	9422	0	0	0
1.508	0	0	151	9	11	28	9422	0	0	0
1.509	0	0	151	10	12	28	9422	0	0	0
1.51	0	0	152	1	13	28	9422	0	0	0
1.511	0	0	152	2	14	28	9422	0	0	0
1.512	0	0	152	3	2	28	9422	0	0	0
1.513	0	0	152	4	3	28	9422	0	0	0
1.514	0	0	152	5	4	28	9422	0	0	0
1.515	0	0	152	6	1	28	9422	0	0	0
1.516	0	0	152	7	5	28	9422	0	0	0
1.517	0	0	152	8	6	28	9422	0	0	0
1.518	0	0	152	9	7	28	9422	0	0	0
1.519	0	0	152	10	8	28	9422	0	0	0
1.52	0	0	153	1	9	28	9422	0	0	0
1.521	0	0	153	2	10	28	9422	0	0	0
1.522	0	0	153	3	11	28	9422	0	0	0
1.523	0	0	153	4	12	28	9422	0	0	0
1.524	0	0	153	5	13	28	9422	0	0	0
1.525	0	0	153	6	14	28	9422	0	0	0
1.526	0	0	153	7	2	28	9422	0	0	0
1.527	0	0	153	8	3	28	9422	0	0	0
1.528	0	0	153	9	4	28	9422	0	0	0
1.529	0	0	153	10	1	28	9422	0	0	0
1.53	0	0	154	1	5	28	9422	0	0	0
1.531	0	0	154	2	6	28	9422	0	0	0
1.532	0	0	154	3	7	28	9422	0	0	0
1.533	0	0	154	4	8	28	9422	0	0	0
1.534	0	0	154	5	9	28	9422	0	0	0
1.535	0	0	154	6	10	28	9422	0	0	0
1.536	0	0	154	7	11	28	9422	0	0	0
1.537	0	0	154	8	12	28	9422	0	0	0
1.538	0	0	154	9	13	28	9422	0	0	0
1.539	0	0	154	10	14	28	9422	0	0	0
1.54	0	0	155	1	2	28	9422	0	0	0
1.541	0	0	155	2	3	28	9422	0	0	0
1.542	0	0	155	3	4	28	9422	0	0	0
1.543	0	0	155	4	1	28	9422	0	0	0
1.544	0	0	155	5	5	28	9422	0	0	0
1.545	0	0	155	6	6	28	9422	0	0	0
1.546	0	0	155	7	7	28	9422	0	0	0
1.547	0	0	155	8	8	28	9422	0	0	0
1.548	0	0	155	9	9	28	9422	0	0	0
1.549	0	0	155	10	10	28	9422	0	0	0
1.55	0	0	156	1	11	28	9422	0	0	0
1.551	0	0	156	2	12	28	9422	0	0	0
1.552	0	0	156	3	13	28	9422	0	0	0
1.553	0	0	156	4	14	28	9422	0	0	0
1.554	0	0	156	5	2	28	9422	0	0	0
1.555	0	0	156	6	3	28	9422	0	0	0
1.556	0	0	156	7	4	28	9422	0	0	0
1.557	0	0	156	8	1	28	9422	0	0	0
1.558	0	0	156	9	5	28	9422	0	0	0
1.559	0	0	156	10	6	28	9422	0	0	0
1.56	0	0	157	1	7	28	9422	0	0	0
1.561	0	0	157	2	8	28	9422	0	0	0
1.562	0	0	157	3	9	28	9422	0	0	0
1.563	0	0	157	4	10	28	9422	0	0	0
1.564	0	0	157	5	11	28	9422	0	0	0
1.565	0	0	157	6	12	28	9422	0	0	0
1.566	0	0	157	7	13	28	9422	0	0	0
1.567	0	0	157	8	14	28	9422	0	0	0
1.568	0	0	157	9	2	28	9422	0	0	0
1.569	0	0	157	10	3	28	9422	0	0	0
1.57	0	0	158	1	4	28	9422	0	0	0
1.571	0	0	158	2	1	28	9422	0	0	0
1.572	0	0	158	3	5	28	9422	0	0	0
1.573	0	0	158	4	6	28	9422	0	0	0
1.574	0	0	158	5	7	28	9422	0	0	0
1.575	0	0	158	6	8	28	9422	0	0	0
1.576	0	0	158	7	9	28	9422	0	0	0
1.577	0	0	158	8	10	28	9422	0	0	0
1.578	0	0	158	9	11	28	9422	0	0	0
1.579	0	0	158	10	12	28	9422	0	0	0
1.58	0	0	159	1	13	28	9422	0	0	0
1.581	0	0	159	2	14	28	9422	0	0	0
1.582	0	0	159	3	2	28	9422	0	0	0
1.583	0	0	159	4	3	28	9422	0	0	0
1.584	0	0	159	5	4	28	9422	0	0	0
1.585	0	0	159	6	1	28	9422	0	0	0
1.586	0	0	159	7	5	28	9422	0	0	0
1.587	0	0	159	8	6	28	9422	0	0	0
1.588	0	0	159	9	7	28	9422	0	0	0
1.589	0	0	159	10	8	28	9422	0	0	0
1.59	0	0	160	1	9	28	9422	0	0	0
1.591	0	0	160	2	10	28	9422	0	0	0
1.592	0	0	160	3	11	28	9422	0	0	0
1.593	0	0	160	4	12	28	9422	0	0	0
1.594	0	0	160	5	13	28	9422	0	0	0
1.595	0	0	160	6	14	28	9422	0	0	0
1.596	0	0	160	7	2	28	9422	0	0	0
1.597	0	0	160	8	3	28	9422	0	0	0
1.598	0	0	160	9	4	28	9422	0	0	0
1.599	0	0	160	10	1	28	9422	0	0	0
1.6	0	0	161	1	5	28	9422	0	0	0
1.601	0	0	161	2	6	28	9422	0	0	0
1.602	0	0	161	3	7	28	9422	0	0	0
1.603	0	0	161	4	8	28	9422	0	0	0
1.604	0	0	161	5	9	28	9422	0	0	0
1.605	0	0	161	6	10	28	9422	0	0	0
1.606	0	0	161	7	11	28	9422	0	0	0
1.607	0	0	161	8	12	28	9422	0	0	0
1.608	0	0	161	9	13	28	9422	0	0	0
1.609	0	0	161	10	14	28	9422	0	0	0
1.61	0	0	162	1	2	28	9422	0	0	0
1.611	0	0	162	2	3	28	9422	0	0	0
1.612	0	0	162	3	4	28	9422	0	0	0
1.613	0	0	162	4	1	28	9422	0	0	0
1.614	0	0	162	5	5	28	9422	0	0	0
1.615	0	0	162	6	6	28	9422	0	0	0
1.616	0	0	162	7	7	28	9422	0	0	0
1.617	0	0	162	8	8	28	9422	0	0	0
1.618	0	0	162	9	9	28	9422	0	0	0
1.619	0	0	162	10	10	28	9422	0	0	0
1.62	0	0	163	1	11	28	9422	0	0	0
1.621	0	0	163	2	12	28	9422	0	0	0
1.622	0	0	163	3	13	28	9422	0	0	0
1.623	0	0	163	4	14	28	9422	0	0	0
1.624	0	0	163	5	2	28	9422	0	0	0
1.625	0	0	163	6	3	28	9422	0	0	0
1.626	0	0	163	7	4	28	9422	0	0	0
1.627	0	0	163	8	1	28	9422	0	0	0
1.628	0	0	163	9	5	28	9422	0	0	0
1.629	0	0	163	10	6	28	9422	0	0	0
1.63	0	0	164	1	7	28	9422	0	0	0
1.631	0	0	164	2	8	28	9422	0	0	0
1.632	0	0	164	3	9	28	9422	0	0	0
1.633	0	0	164	4	10	28	9422	0	0	0
1.634	0	0	164	5	11	28	9422	0	0	0
1.635	0	0	164	6	12	28	9422	0	0	0
1.636	0	0	164	7	13	28	9422	0	0	0
1.637	0	0	164	8	14	28	9422	0	0	0
1.638	0	0	164	9	2	28	9422	0	0	0
1.639	0	0	164	10	3	28	9422	0	0	0
1.64	0	0	165	1	4	28	9422	0	0	0
1.641	0	0	165	2	1	28	9422	0	0	0
1.642	0	0	165	3	5	28	9422	0	0	0
1.643	0	0	165	4	6	28	9422	0	0	0
1.644	0	0	165	5	7	28	9422	0	0	0
1.645	0	0	165	6	8	28	9422	0	0	0
1.646	0	0	165	7	9	28	9422	0	0	0
1.647	0	0	165	8	10	28	9422	0	0	0
1.648	0	0	165	9	11	28	9422	0	0	0
1.649	0	0	165	10	12	28	9422	0	0	0
1.65	0	0	166	1	13	28	9422	0	0	0
1.651	0	0	166	2	14	28	9422	0	0	0
1.652	0	0	166	3	2	28	9422	0	0	0
1.653	0	0	166	4	3	28	9422	0	0	0
1.654	0	0	166	5	4	28	9422	0	0	0
1.655	0	0	166	6	1	28	9422	0	0	0
1.656	0	0	166	7	5	28	9422	0	0	0
1.657	0	0	166	8	6	28	9422	0	0	0
1.658	0	0	166	9	7	28	9422	0	0	0
1.659	0	0	166	10	8	28	9422	0	0	0
1.66	0	0	167	1	9	28	9422	0	0	0
1.661	0	0	167	2	10	28	9422	0	0	0
1.662	0	0	167	3	11	28	9422	0	0	0
1.663	0	0	167	4	12	28	9422	0	0	0
1.664	0	0	167	5	13	28	9422	0	0	0
1.665	0	0	167	6	14	28	9422	0	0	0
1.666	0	0	167	7	2	28	9422	0	0	0
1.667	0	0	167	8	3	28	9422	0	0	0
1.668	0	0	167	9	4	28	9422	0	0	0
1.669	0	0	167	10	1	28	9422	0	0	0
1.67	0	0	168	1	5	28	9422	0	0	0
1.671	0	0	168	2	6	28	9422	0	0	0
1.672	0	0	168	3	7	28	9422	0	0	0
1.673	0	0	168	4	8	28	9422	0	0	0
1.674	0	0	168	5	9	28	9422	0	0	0
1.675	0	0	168	6	10	28	9422	0	0	0
1.676	0	0	168	7	11	28	9422	0	0	0
1.677	0	0	168	8	12	28	9422	0	0	0
1.678	0	0	168	9	13	28	9422	0	0	0
1.679	0	0	168	10	14	28	9422	0	0	0
1.68	0	0	169	1	2	28	9422	0	0	0
1.681	0	0	169	2	3	28	9422	0	0	0
1.682	0	0	169	3	4	28	9422	0	0	0
1.683	0	0	169	4	1	28	9422	0	0	0
1.684	0	0	169	5	5	28	9422	0	0	0
1.685	0	0	169	6	6	28	9422	0	0	0
1.686	0	0	169	7	7	28	9422	0	0	0
1.687	0	0	169	8	8	28	9422	0	0	0
1.688	0	0	169	9	9	28	9422	0	0	0
1.689	0	0	169	10	10	28	9422	0	0	0
1.69	0	0	170	1	11	28	9422	0	0	0
1.691	0	0	170	2	12	28	9422	0	0	0
1.692	0	0	170	3	13	28	9422	0	0	0
1.693	0	0	170	4	14	28	9422	0	0	0
1.694	0	0	170	5	2	28	9422	0	0	0
1.695	0	0	170	6	3	28	9422	0	0	0
1.696	0	0	170	7	4	28	9422	0	0	0
1.697	0	0	170	8	1	28	9422	0	0	0
1.698	0	0	170	9	5	28	9422	0	0	0
1.699	0	0	170	10	6	28	9422	0	0	0
1.7	0	0	171	1	7	28	9422	0	0	0
1.701	0	0	171	2	8	28	9422	0	0	0
1.702	0	0	171	3	9	28	9422	0	0	0
1.703	0	0	171	4	10	28	9422	0	0	0
1.704	0	0	171	5	11	28	9422	0	0	0
1.705	0	0	171	6	12	28	9422	0	0	0
1.706	0	0	171	7	13	28	9422	0	0	0
1.707	0	0	171	8	14	28	9422	0	0	0
1.708	0	0	171	9	2	28	9422	0	0	0
1.709	0	0	171	10	3	28	9422	0	0	0
1.71	0	0	172	1	4	28	9422	0	0	0
1.711	0	0	172	2	1	28	9422	0	0	0
1.712	0	0	172	3	5	28	9422	0	0	0
1.713	0	0	172	4	6	28	9422	0	0	0
1.714	0	0	172	5	7	28	9422	0	0	0
1.715	0	0	172	6	8	28	9422	0	0	0
1.716	0	0	172	7	9	28	9422	0	0	0
1.717	0	0	172	8	10	28	9422	0	0	0
1.718	0	0	172	9	11	28	9422	0	0	0
1.719	0	0	172	10	12	28	9422	0	0	0
1.72	0	0	173	1	13	28	9422	0	0	0
1.721	0	0	173	2	14	28	9422	0	0	0
1.722	0	0	173	3	2	28	9422	0	0	0
1.723	0	0	173	4	3	28	9422	0	0	0
1.724	0	0	173	5	4	28	9422	0	0	0
1.725	0	0	173	6	1	28	9422	0	0	0
1.726	0	0	173	7	5	28	9422	0	0	0
1.727	0	0	173	8	6	28	9422	0	0	0
1.728	0	0	173	9	7	28	9422	0	0	0
1.729	0	0	173	10	8	28	9422	0	0	0
1.73	0	0	174	1	9	28	9422	0	0	0
1.731	0	0	174	2	10	28	9422	0	0	0
1.732	0	0	174	3	11	28	9422	0	0	0
1.733	0	0	174	4	12	28	9422	0	0	0
1.734	0	0	174	5	13	28	9422	0	0	0
1.735	0	0	174	6	14	28	9422	0	0	0
1.736	0	0	174	7	2	28	9422	0	0	0
1.737	0	0	174	8	3	28	9422	0	0	0
1.738	0	0	174	9	4	28	9422	0	0	0
1.739	0	0	174	10	1	28	9422	0	0	0
1.74	0	0	175	1	5	28	9422	0	0	0
1.741	0	0	175	2	6	28	9422	0	0	0
1.742	0	0	175	3	7	28	9422	0	0	0
1.743	0	0	175	4	8	28	9422	0	0	0
1.744	0	0	175	5	9	28	9422	0	0	0
1.745	0	0	175	6	10	28	9422	0	0	0
1.746	0	0	175	7	11	28	9422	0	0	0
1.747	0	0	175	8	12	28	9422	0	0	0
1.748	0	0	175	9	13	28	9422	0	0	0
1.749	0	0	175	10	14	28	9422	0	0	0
1.75	0	0	176	1	2	28	9422	0	0	0
1.751	0	0	176	2	3	28	9422	0	0	0
1.752	0	0	176	3	4	28	9422	0	0	0
1.753	0	0	176	4	1	28	9422	0	0	0
1.754	0	0	176	5	5	28	9422	0	0	0
1.755	0	0	176	6	6	28	9422	0	0	0
1.756	0	0	176	7	7	28	9422	0	0	0
1.757	0	0	176	8	8	28	9422	0	0	0
1.758	0	0	176	9	9	28	9422	0	0	0
1.759	0	0	176	10	10	28	9422	0	0	0
1.76	0	0	177	1	11	28	9422	0	0	0
1.761	0	0	177	2	12	28	9422	0	0	0
1.762	0	0	177	3	13	28	9422	0	0	0
1.763	0	0	177	4	14	28	9422	0	0	0
1.764	0	0	177	5	2	28	9422	0	0	0
1.765	0	0	177	6	3	28	9422	0	0	0
1.766	0	0	177	7	4	28	9422	0	0	0
1.767	0	0	177	8	1	28	9422	0	0	0
1.768	0	0	177	9	5	28	9422	0	0	0
1.769	0	0	177	10	6	28	9422	0	0	0
1.77	0	0	178	1	7	28	9422	0	0	0
1.771	0	0	178	2	8	28	9422	0	0	0
1.772	0	0	178	3	9	28	9422	0	0	0
1.773	0	0	178	4	10	28	9422	0	0	0
1.774	0	0	178	5	11	28	9422	0	0	0
1.775	0	0	178	6	12	28	9422	0	0	0
1.776	0	0	178	7	13	28	9422	0	0	0
1.777	0	0	178	8	14	28	9422	0	0	0
1.778	0	0	178	9	2	28	9422	0	0	0
1.779	0	0	178	10	3	28	9422	0	0	0
1.78	0	0	179	1	4	28	9422	0	0	0
